State,County,Collection Date,Date Detected,HPAI Strain,Bird Species,WOAH Classification,Sampling Method,Submitting Agency
Missouri,Vernon,3/11/2022,4/26/2022,EA/AM H5N1,Sharp-shinned hawk,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Vernon,3/11/2022,4/26/2022,EA/AM H5N1,Peregrine falcon,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Holt,3/12/2022,4/26/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Chariton,3/12/2022,4/26/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Platte,3/13/2022,4/26/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,St. Clair,3/16/2022,4/26/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Clay,3/9/2022,4/26/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Jackson,3/22/2022,4/26/2022,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,St. Louis,3/21/2022,4/26/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Lewis,3/21/2022,4/26/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Jackson,3/22/2022,4/26/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Callaway,3/25/2022,4/26/2022,EA H5,Lesser scaup,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Scott,3/28/2022,4/26/2022,EA H5,Bald eagle,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Vernon,3/29/2022,4/26/2022,EA/AM H5N1,Pelican (unidentified),Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Vernon,3/29/2022,4/26/2022,EA/AM H5N1,Pelican (unidentified),Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Chariton,4/3/2022,4/26/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Gentry,4/2/2022,4/26/2022,EA/AM H5N1,Wood duck,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Howard,4/4/2022,4/26/2022,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Vernon,4/7/2022,4/26/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,St. Charles,4/8/2022,4/26/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Randolph,4/8/2022,4/26/2022,EA/AM H5N1,Ring-necked duck,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Lincoln,3/15/2022,4/26/2022,EA H5,Bald eagle,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Miller,4/13/2022,4/26/2022,EA H5N1,Bald eagle,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,St. Louis,4/19/2022,4/26/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,St. Charles,10/8/2022,10/25/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,St. Charles,10/8/2022,10/25/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Franklin,11/18/2022,12/5/2022,EA/AM H5N1,Brant,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,St. Louis,11/18/2022,12/5/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Boone,11/18/2022,12/5/2022,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Missouri,Dunklin,11/18/2022,12/5/2022,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,MO Dept of Conservation
Maine,Penobscot,12/28/2022,1/12/2023,EA/AM H5N1,Mallard,Wild bird,Live bird,NWDP
Alabama,Jackson,12/29/2022,1/12/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
Nebraska,Douglas,1/4/2023,1/12/2023,EA/AM H5N1,Canada goose,Wild bird,Agency harvest,NWDP
Texas,Hale,12/30/2022,1/12/2023,EA H5,American wigeon,Wild bird,Hunter harvest,NWDP
Washington,Franklin,12/29/2022,1/10/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
California,Fresno,12/17/2022,1/12/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
New York,Saratoga,12/30/2022,1/10/2023,EA/AM H5N1,Barred owl,Wild bird,Morbidity/Mortality,NY DEC
New York,Suffolk,12/30/2022,1/10/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NY DEC
New York,Tompkins,1/4/2023,1/10/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NY DEC
Wyoming,Laramie,12/23/2022,1/10/2023,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,WY GFD
Colorado,Larimer,1/3/2023,1/10/2023,EA H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,Private (non-government) submission
Maine,York,6/24/2022,11/15/2022,EA H5N1,Great black-backed gull,Wild bird,Morbidity/Mortality,Tufts University
Maine,York,6/24/2022,11/15/2022,EA/AM H5N1,Common eider,Wild bird,Morbidity/Mortality,Tufts University
Maine,York,6/24/2022,11/15/2022,EA/AM H5N1,Northern gannet,Wild bird,Morbidity/Mortality,Tufts University
Maine,York,6/24/2022,11/15/2022,EA/AM H5N1,Great black-backed gull,Wild bird,Morbidity/Mortality,Tufts University
Maine,York,6/24/2022,11/15/2022,EA/AM H5N1,Great black-backed gull,Wild bird,Morbidity/Mortality,Tufts University
Maine,York,6/24/2022,11/15/2022,EA/AM H5N1,Herring gull,Wild bird,Morbidity/Mortality,Tufts University
Maine,York,6/24/2022,11/15/2022,EA/AM H5N1,Common eider,Wild bird,Morbidity/Mortality,Tufts University
Maine,York,6/24/2022,11/15/2022,EA/AM H5N1,Common eider,Wild bird,Morbidity/Mortality,Tufts University
Maine,York,6/24/2022,11/15/2022,EA/AM H5N1,Herring gull,Wild bird,Morbidity/Mortality,Tufts University
Massachusetts,Plymouth,6/26/2022,11/15/2022,EA H5N1,Peregrine falcon,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Massachusetts,Suffolk,6/26/2022,11/15/2022,EA H5N1,Osprey,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Massachusetts,Plymouth,6/26/2022,11/15/2022,EA H5N1,Great horned owl,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Massachusetts,Suffolk,6/26/2022,11/15/2022,EA H5N1,Great horned owl,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Massachusetts,Essex,6/26/2022,11/15/2022,EA H5N1,Canada goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Massachusetts,Essex,6/26/2022,11/15/2022,EA H5N1,Bald eagle,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Massachusetts,Worcester,6/26/2022,11/15/2022,EA H5N1,Canada goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Massachusetts,Essex,6/26/2022,11/15/2022,EA H5N1,Peregrine Falcon,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
Florida,Indian River,10/25/2022,10/31/2022,EA H5N1,Egyptian goose,Captive wild bird,Morbidity/Mortality,Private (non-government) submission
North Carolina,Wake,1/4/2023,1/10/2023,EA/AM H5N1,Vulture (unidentified),Captive wild bird,Morbidity/Mortality,Private (non-government) submission
California,Solano,1/3/2023,1/10/2023,EA H5N1,Muscovy duck,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
Wyoming,Hot Springs,1/3/2023,1/12/2023,EA/AM H5N1,Common goldeneye,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Park,12/27/2022,1/12/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Park,1/3/2023,1/12/2023,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Park,1/5/2023,1/12/2023,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,WY GFD
Oregon,Clatsop,1/3/2023,1/12/2023,EA/AM H5N1,Sanderling,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Deschutes,1/4/2023,1/12/2023,EA/AM H5N1,Sharp-shinned hawk,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Crook,1/4/2023,1/12/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,OR DFW
Oregon,Clatsop,1/4/2023,1/12/2023,EA H5N1,Gull (unidentified),Wild bird,Morbidity/Mortality,OR DFW
Oregon,Deschutes,1/4/2023,1/12/2023,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,OR DFW
Kansas,Marion,12/21/2022,1/12/2023,EA H5N1,Greater white-fronted goose,Wild Bird,Morbidity/Mortality,SCWDS
Kansas,Marion,12/21/2022,1/12/2023,EA H5N1,Greater white-fronted goose,Wild Bird,Morbidity/Mortality,SCWDS
Kansas,Marion,12/21/2022,1/12/2023,EA/AM H5N1,Greater white-fronted goose,Wild Bird,Morbidity/Mortality,SCWDS
Kansas,Marion,12/21/2022,1/12/2023,EA H5N1,Mallard,Wild Bird,Morbidity/Mortality,SCWDS
Georgia,Peach,11/3/2022,1/12/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,SCWDS
Tennessee,Hamblen,12/29/2022,1/12/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,SCWDS
California,Merced,12/16/2022,1/12/2023,EA/AM H5N1,Ross's goose,Wild Bird,Morbidity/Mortality,CA DFW/CAHFS
California,Merced,12/16/2022,1/12/2023,EA/AM H5N1,Snow goose,Wild Bird,Morbidity/Mortality,CA DFW/CAHFS
California,Merced,12/16/2022,1/12/2023,EA/AM H5N1,Gull (unidentified),Wild Bird,Morbidity/Mortality,CA DFW/CAHFS
California,Sonoma,12/19/2022,1/12/2023,EA/AM H5N1,Bufflehead,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Sonoma,12/19/2022,1/12/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Sonoma,12/19/2022,1/12/2023,EA/AM H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Mendocino,12/19/2022,1/12/2023,EA/AM H5N1,Common raven,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Mendocino,12/19/2022,1/12/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Mendocino,12/19/2022,1/12/2023,EA/AM H5N1,California gull,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Joaquin,12/19/2022,1/12/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
Oregon,Clatsop,1/4/2023,1/12/2023,EA/AM H5N1,Red-necked phalarope,Wild bird,Morbidity/Mortality,OR DFW
South Dakota,Pennington,12/28/2022,1/9/2023,EA H5,Ring-necked duck,Wild bird,Morbidity/Mortality,SD GFP
Wyoming,Fremont,1/3/2023,1/13/2023,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,WY GFD
Colorado,Pueblo,12/13/2022,12/27/2022,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Boulder,12/29/2022,1/9/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Larimer,12/30/2022,1/9/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Denver,12/30/2022,1/9/2023,EA H5N1,Crow (unidentified),Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Adams,12/20/2022,12/30/2022,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Montrose,1/4/2023,1/10/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Pueblo,1/1/2023,1/10/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Mesa,12/28/2022,1/10/2023,EA/AM H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Arapahoe,1/4/2023,1/10/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,Saguache,1/4/2023,1/10/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
Colorado,El Paso,1/3/2023,1/10/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,CO Parks & Wildlife
California,Humboldt,12/17/2022,1/13/2023,EA H5N1,Common raven,Wild bird,Morbidity/Mortality,NWDP
California,Solano,10/22/2022,1/13/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
California,Solano,10/22/2022,1/13/2023,EA H5N1,Cinnamon teal,Wild bird,Hunter harvest,NWDP
California,Solano,10/22/2022,1/13/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
California,Solano,10/22/2022,1/13/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
California,Solano,10/22/2022,1/13/2023,EA H5,Green-winged teal,Wild bird,Hunter harvest,NWDP
California,Solano,10/22/2022,1/13/2023,EA/AM H5N1,American wigeon,Wild bird,Hunter harvest,NWDP
Arizona,La Paz,1/6/2023,1/13/2023,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jasper,1/9/2023,1/18/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Wyoming,Park,1/5/2023,1/13/2023,EA H5N1,Canada goose,Wild bird,Morbidity/Mortality,WY GFD
New York,Cayuga,1/10/2023,1/13/2023,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NY DEC
Texas,Carson,1/6/2023,1/13/2023,EA/AM H5N1,Cackling goose,Wild bird,Morbidity/Mortality,TX PWD
Texas,Carson,1/6/2023,1/13/2023,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,TX PWD
Utah,Utah,1/3/2023,1/13/2023,EA H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,UT DWR
Utah,Duchesne,1/4/2023,1/13/2023,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,UT DWR
Utah,Duchesne,1/4/2023,1/13/2023,EA H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,UT DWR
Utah,Duchesne,1/4/2023,1/13/2023,EA H5N1,Duck (unidentified),Wild bird,Morbidity/Mortality,UT DWR
Utah,Duchesne,1/4/2023,1/13/2023,EA H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,UT DWR
Utah,Duchesne,1/4/2023,1/13/2023,EA/AM H5N1,Goose (unidentified),Wild bird,Morbidity/Mortality,UT DWR
California,San Francisco,12/21/2022,1/13/2023,EA H5N1,Great horned owl,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Lassen,12/21/2022,1/13/2023,EA H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Sutter,12/21/2022,1/13/2023,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Marin,12/21/2022,1/13/2023,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Marin,12/21/2022,1/13/2023,EA H5N1,Common raven,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Marin,12/21/2022,1/13/2023,EA/AM H5N1,Bufflehead,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Los Angeles,12/22/2022,1/13/2023,EA H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,Los Angeles,12/22/2022,1/13/2023,EA H5N1,Turkey vulture,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
Idaho,Ada,1/4/2023,1/13/2023,EA H5N1,Magpie (unidentified),Wild bird,Morbidity/Mortality,ID Fish and Game
Washington,Whitman,1/6/2023,1/13/2023,EA H5N1,Hawk (unidentified),Wild bird,Morbidity/Mortality,WA DFW
Pennsylvania,Berks,1/9/2023,1/13/2023,EA/AM H5N1,Mute swan,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Berks,1/9/2023,1/13/2023,EA/AM H5N1,Mute swan,Wild bird,Morbidity/Mortality,PA Game Commission
Pennsylvania,Berks,12/19/2022,1/13/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,PA Game Commission
Wyoming,Johnson,1/2/2023,1/13/2023,EA/AM H5N1,Canada goose,Wild bird,Morbidity/Mortality,WY GFD
Wyoming,Fremont,1/9/2023,1/13/2023,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,WY GFD
Arkansas,Greene,1/6/2023,1/18/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Delaware,Kent,1/9/2023,1/19/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
South Carolina,Hyde,1/7/2023,1/18/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Arkansas,Perry,1/6/2023,1/18/2023,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Arkansas,Grant,1/6/2023,1/18/2023,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,NWDP
Arkansas,Greene,1/6/2023,1/18/2023,EA H5,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Arkansas,Craighead,1/6/2023,1/18/2023,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,NWDP
Arkansas,Greene,1/6/2023,1/18/2023,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Arkansas,Lonoke,1/6/2023,1/18/2023,EA/AM H5N1,Ross's goose,Wild bird,Morbidity/Mortality,NWDP
Arkansas,Union,1/6/2023,1/18/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Arkansas,Craighead,1/6/2023,1/18/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Arkansas,White,1/6/2023,1/18/2023,EA/AM H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Arkansas,Arkansas,1/6/2023,1/18/2023,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Michigan,Clinton,9/8/2022,9/16/2022,EA H5N1,Mallard,Wild bird,Live bird,NWDP
Oregon,Lake,12/24/2022,1/18/2023,EA H5N1,Green-winged teal,Wild bird,Hunter harvest,NWDP
Arkansas,Greene,1/6/2023,1/18/2023,EA H5N1,Snow goose,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Clay,1/12/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
California,Yolo,1/4/2023,1/24/2023,EA H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Tennessee,Wilson,12/29/2022,1/24/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Tennessee,Hawkins,12/31/2022,1/24/2023,EA H5N1,Mallard,Wild bird,Hunter harvest,NWDP
Maine,Penobscot,1/11/2023,1/31/2023,EA H5N1,American black duck,Wild bird,Live bird,NWDP
South Carolina,Hyde,1/14/2023,1/24/2023,EA H5N1,Gadwall,Wild bird,Hunter harvest,NWDP
California,Imperial,1/8/2023,1/26/2023,EA H5,Northern shoveler,Wild bird,Hunter harvest,NWDP
Mississippi,Clay,1/12/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Clay,1/12/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Clay,1/12/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Clay,1/12/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Clay,1/12/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Clay,1/12/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Arkansas,Lonoke,1/14/2023,1/27/2023,EA/AM H5N1,Northern shoveler,Wild bird,Hunter harvest,NWDP
Mississippi,Clay,1/12/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jones,1/17/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Alabama,Clarke,1/11/2023,1/26/2023,EA/AM H5N1,Bald eagle,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Winston,1/11/2023,1/26/2023,EA/AM H5N1,Red-tailed hawk,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Issaquena,1/19/2023,1/26/2023,EA/AM H5N1,Great horned owl,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Rankin,1/17/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Clay,1/12/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jones,1/17/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Clay,1/12/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jones,1/17/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jones,1/17/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jones,1/17/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jones,1/17/2023,1/26/2023,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jones,1/17/2023,1/26/2023,EA H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jones,1/17/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jones,1/17/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
Mississippi,Jones,1/17/2023,1/26/2023,EA/AM H5N1,Black vulture,Wild bird,Morbidity/Mortality,NWDP
California,San Joaquin,12/21/2022,1/13/2023,EA/AM H5N1,Cackling goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Joaquin,12/21/2022,1/13/2023,EA/AM H5N1,Greater white-fronted goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Joaquin,12/21/2022,1/13/2023,EA H5N1,Greater white-fronted goose,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Joaquin,12/21/2022,1/13/2023,EA/AM H5N1,Herring gull,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Joaquin,12/21/2022,1/13/2023,EA H5N1,Herring gull,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
California,San Joaquin,12/21/2022,1/13/2023,EA/AM H5N1,Herring gull,Wild bird,Morbidity/Mortality,CA DFW/CAHFS
